filepath,gt,model,transcript
samples/audios/sparktts/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/f5/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,f5,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/diflow/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,diflow,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/ns2/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,ns2,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/diflow/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,diflow,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/f5/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,f5,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/voicecraft/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,voicecraft,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/oz/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,oz,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,voicecraft,harangue the tiresome product of a tireless tongue
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/gt/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,gt,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,f5,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/ns2/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,ns2,the golden fleece it's the silver fleece he harkened
samples/audios/f5/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,f5,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/diflow/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,diflow,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/ns2/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,ns2,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/gt/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,gt,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/f5/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,f5,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/oz/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,oz,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/oz/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,oz,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/diflow/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,diflow,but i would not speak at the time because i wanted to refresh my memory
samples/audios/gt/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,gt,there seems no good reason for believing that it will change
samples/audios/voicecraft/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,voicecraft,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,gt,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/gt/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,gt,harangue the tiresome product of a tireless tongue
samples/audios/voicecraft/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,voicecraft,but i would not speak at the time because i wanted to refresh my memory
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/f5/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,f5,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
