filepath,gt,model,transcript
samples/audios/oz/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,oz,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/valle/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,valle,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/oz/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,oz,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/ns2/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,ns2,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/ns2/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,ns2,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/diflow/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,diflow,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/voicecraft/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,voicecraft,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/voicecraft/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,voicecraft,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/gt/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,gt,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/valle/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,valle,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/sparktts/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,sparktts,at the emerald city where our princess ozma lives green is the popular color
samples/audios/ns2/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,ns2,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/oz/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,oz,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/f5/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,f5,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/ns2/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,ns2,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/sparktts/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,sparktts,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/voicecraft/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,voicecraft,at the emerald city where our princess ozma lives green is the popular color
samples/audios/voicecraft/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/diflow/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,diflow,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/voicecraft/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,voicecraft,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/oz/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,oz,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/f5/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,f5,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/oz/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,oz,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/sparktts/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,sparktts,not for a crown or a kingdom or our goodness but for our sins
samples/audios/diflow/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,diflow,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/ns2/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,ns2,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,gt,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/voicecraft/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,voicecraft,he stood still in deference to their calls and parried their banter with easy words
