filepath,gt,model,transcript
samples/audios/diflow/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,diflow,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/sparktts/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,sparktts,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/oz/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,oz,but i would not speak at the time because i wanted to refresh my memory
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/f5/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,f5,there seems no good reason for believing that it will change
samples/audios/diflow/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,diflow,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/sparktts/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,sparktts,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/f5/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,f5,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/voicecraft/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,voicecraft,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/diflow/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,diflow,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/gt/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,gt,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/sparktts/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,sparktts,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/sparktts/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,sparktts,at the emerald city where our princess ozma lives green is the popular color
samples/audios/ns2/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,ns2,there seems no good reason for believing that it will change
samples/audios/valle/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,valle,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/ns2/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,ns2,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,valle,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/oz/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,oz,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/f5/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,f5,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/diflow/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,diflow,the golden fleece it's the silver fleece he harkened
samples/audios/voicecraft/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,voicecraft,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/gt/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,gt,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/voicecraft/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,voicecraft,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/valle/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,valle,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/valle/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,valle,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/ns2/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,ns2,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/f5/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,f5,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
