filepath,gt,model,transcript
samples/audios/valle/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,valle,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/f5/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,f5,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/oz/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,oz,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/valle/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,valle,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/diflow/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,diflow,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/oz/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,oz,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/sparktts/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,sparktts,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/valle/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,valle,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/sparktts/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,sparktts,not for a crown or a kingdom or our goodness but for our sins
samples/audios/valle/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,valle,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/f5/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,f5,harangue the tiresome product of a tireless tongue
samples/audios/f5/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,f5,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/ns2/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,ns2,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/f5/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,f5,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/voicecraft/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,voicecraft,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/gt/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,gt,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/sparktts/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,sparktts,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/gt/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,gt,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/ns2/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,ns2,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/valle/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,valle,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/voicecraft/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,voicecraft,the golden fleece it's the silver fleece he harkened
samples/audios/sparktts/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,sparktts,he stood still in deference to their calls and parried their banter with easy words
samples/audios/sparktts/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,sparktts,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,oz,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/sparktts/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,sparktts,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/voicecraft/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,voicecraft,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/valle/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,valle,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/diflow/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,diflow,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/sparktts/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,sparktts,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/valle/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,valle,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
