filepath,gt,model,transcript
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/oz/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,oz,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/diflow/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,diflow,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/sparktts/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,sparktts,there seems no good reason for believing that it will change
samples/audios/f5/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,f5,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,voicecraft,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/valle/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,valle,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/valle/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,valle,but i would not speak at the time because i wanted to refresh my memory
samples/audios/voicecraft/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,voicecraft,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/gt/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,gt,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/oz/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,oz,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/ns2/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,ns2,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/ns2/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,ns2,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,oz,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/diflow/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,diflow,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,gt,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/gt/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,gt,there seems no good reason for believing that it will change
samples/audios/valle/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,valle,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/diflow/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,diflow,he stood still in deference to their calls and parried their banter with easy words
samples/audios/voicecraft/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,voicecraft,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/f5/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,f5,there seems no good reason for believing that it will change
samples/audios/valle/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,valle,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,gt,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/oz/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,oz,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/sparktts/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,sparktts,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/gt/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,gt,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
