filepath,gt,model,transcript
samples/audios/ns2/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,ns2,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/oz/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,oz,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/valle/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,valle,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/voicecraft/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,voicecraft,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/sparktts/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,sparktts,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/diflow/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,diflow,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/sparktts/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,sparktts,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/sparktts/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,sparktts,there seems no good reason for believing that it will change
samples/audios/oz/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,oz,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/voicecraft/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,voicecraft,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/voicecraft/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,voicecraft,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,gt,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/voicecraft/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,voicecraft,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/gt/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,gt,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/sparktts/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,sparktts,but i would not speak at the time because i wanted to refresh my memory
samples/audios/oz/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,oz,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/f5/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,f5,at the emerald city where our princess ozma lives green is the popular color
samples/audios/sparktts/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,sparktts,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/diflow/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,diflow,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/ns2/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,ns2,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/ns2/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,ns2,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/voicecraft/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,voicecraft,but i would not speak at the time because i wanted to refresh my memory
samples/audios/oz/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,oz,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/oz/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,oz,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/oz/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,oz,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/voicecraft/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,voicecraft,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/f5/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,f5,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/voicecraft/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,voicecraft,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/sparktts/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,sparktts,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/diflow/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,diflow,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
