filepath,gt,model,transcript
samples/audios/ns2/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,ns2,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/ns2/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,ns2,but i would not speak at the time because i wanted to refresh my memory
samples/audios/ns2/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,ns2,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/valle/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,valle,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/voicecraft/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/f5/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,f5,he stood still in deference to their calls and parried their banter with easy words
samples/audios/voicecraft/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,voicecraft,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/valle/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,valle,but i would not speak at the time because i wanted to refresh my memory
samples/audios/ns2/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,ns2,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/oz/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,oz,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/ns2/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,ns2,at the emerald city where our princess ozma lives green is the popular color
samples/audios/valle/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,valle,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/sparktts/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,sparktts,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,gt,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/gt/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,gt,there seems no good reason for believing that it will change
samples/audios/gt/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,gt,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/diflow/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,diflow,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/gt/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,gt,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/sparktts/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/gt/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,gt,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/ns2/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,ns2,not for a crown or a kingdom or our goodness but for our sins
samples/audios/f5/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,f5,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/diflow/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,diflow,the golden fleece it's the silver fleece he harkened
samples/audios/sparktts/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,sparktts,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/f5/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,f5,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
