filepath,gt,model,transcript
samples/audios/sparktts/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,sparktts,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/ns2/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,ns2,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/valle/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,valle,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/f5/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,f5,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/gt/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,gt,there seems no good reason for believing that it will change
samples/audios/oz/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,oz,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,gt,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/sparktts/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,sparktts,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/f5/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,f5,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/valle/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,valle,at the emerald city where our princess ozma lives green is the popular color
samples/audios/diflow/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,diflow,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/gt/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,gt,not for a crown or a kingdom or our goodness but for our sins
samples/audios/f5/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,f5,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/sparktts/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/gt/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,gt,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/ns2/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,ns2,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,gt,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/sparktts/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,sparktts,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/sparktts/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,sparktts,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/gt/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,gt,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,voicecraft,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/gt/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,gt,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/ns2/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,ns2,but i would not speak at the time because i wanted to refresh my memory
samples/audios/diflow/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,diflow,at the emerald city where our princess ozma lives green is the popular color
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/f5/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,f5,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/diflow/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,diflow,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/voicecraft/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,voicecraft,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/voicecraft/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
