filepath,gt,model,transcript
samples/audios/sparktts/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,sparktts,at the emerald city where our princess ozma lives green is the popular color
samples/audios/diflow/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,diflow,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/diflow/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,diflow,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/diflow/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,diflow,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/gt/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,gt,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,valle,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/valle/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,valle,there seems no good reason for believing that it will change
samples/audios/oz/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,oz,but i would not speak at the time because i wanted to refresh my memory
samples/audios/oz/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,oz,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/f5/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,f5,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/ns2/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,ns2,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/gt/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,gt,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/voicecraft/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,voicecraft,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/oz/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,oz,not for a crown or a kingdom or our goodness but for our sins
samples/audios/sparktts/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,sparktts,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,valle,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/f5/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,f5,but i would not speak at the time because i wanted to refresh my memory
samples/audios/gt/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,gt,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/voicecraft/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,voicecraft,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/ns2/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,ns2,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/ns2/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,ns2,he stood still in deference to their calls and parried their banter with easy words
samples/audios/ns2/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,ns2,the golden fleece it's the silver fleece he harkened
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/gt/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,gt,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/gt/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,gt,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/ns2/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,ns2,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/voicecraft/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,voicecraft,not for a crown or a kingdom or our goodness but for our sins
samples/audios/gt/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,gt,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/valle/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,valle,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/f5/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,f5,nay dear aunt you never heard me say that all people are called to forsake their work and their families
