filepath,gt,model,transcript
samples/audios/valle/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,valle,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/valle/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,valle,he stood still in deference to their calls and parried their banter with easy words
samples/audios/sparktts/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,sparktts,there seems no good reason for believing that it will change
samples/audios/valle/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,valle,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/gt/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,gt,there seems no good reason for believing that it will change
samples/audios/sparktts/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,sparktts,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/oz/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,oz,the golden fleece it's the silver fleece he harkened
samples/audios/diflow/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,diflow,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/diflow/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,diflow,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,valle,harangue the tiresome product of a tireless tongue
samples/audios/diflow/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,diflow,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/ns2/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,ns2,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/f5/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,f5,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/oz/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,oz,there seems no good reason for believing that it will change
samples/audios/f5/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,f5,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/diflow/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,diflow,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/oz/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,oz,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/voicecraft/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,voicecraft,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/f5/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,f5,harangue the tiresome product of a tireless tongue
samples/audios/f5/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,f5,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/sparktts/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,sparktts,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/diflow/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,diflow,not for a crown or a kingdom or our goodness but for our sins
samples/audios/voicecraft/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,voicecraft,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/diflow/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,diflow,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/oz/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,oz,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/voicecraft/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,voicecraft,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/f5/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,f5,there seems no good reason for believing that it will change
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/voicecraft/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,voicecraft,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
