filepath,gt,model,transcript
samples/audios/valle/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,valle,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/sparktts/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,sparktts,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/valle/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,valle,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/ns2/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,ns2,he stood still in deference to their calls and parried their banter with easy words
samples/audios/gt/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,gt,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/valle/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,valle,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/sparktts/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,sparktts,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/f5/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,f5,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,voicecraft,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/gt/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,gt,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/valle/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,valle,the golden fleece it's the silver fleece he harkened
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/voicecraft/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,voicecraft,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/voicecraft/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/sparktts/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,sparktts,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/sparktts/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,sparktts,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/f5/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,f5,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/diflow/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,diflow,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/valle/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,valle,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/valle/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,valle,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/valle/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,valle,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/gt/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,gt,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/gt/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,gt,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/sparktts/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,sparktts,he stood still in deference to their calls and parried their banter with easy words
samples/audios/voicecraft/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,voicecraft,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/ns2/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,ns2,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/voicecraft/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,voicecraft,not for a crown or a kingdom or our goodness but for our sins
samples/audios/f5/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,f5,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/ns2/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,ns2,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
