filepath,gt,model,transcript
samples/audios/ns2/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,ns2,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/f5/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,f5,he stood still in deference to their calls and parried their banter with easy words
samples/audios/sparktts/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,sparktts,he stood still in deference to their calls and parried their banter with easy words
samples/audios/f5/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,f5,the golden fleece it's the silver fleece he harkened
samples/audios/diflow/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,diflow,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/oz/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,oz,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/sparktts/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,sparktts,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/sparktts/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/diflow/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,diflow,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/oz/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,oz,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/valle/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,valle,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/diflow/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,diflow,but i would not speak at the time because i wanted to refresh my memory
samples/audios/f5/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,f5,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/ns2/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,ns2,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/oz/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,oz,not for a crown or a kingdom or our goodness but for our sins
samples/audios/valle/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,valle,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,oz,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/gt/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,gt,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/f5/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,f5,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/voicecraft/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/sparktts/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,sparktts,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/oz/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,oz,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/sparktts/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,sparktts,there seems no good reason for believing that it will change
samples/audios/oz/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,oz,the golden fleece it's the silver fleece he harkened
samples/audios/ns2/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,ns2,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/diflow/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,diflow,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/voicecraft/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,voicecraft,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/voicecraft/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,voicecraft,the livery becomes obnoxious to nearly all who are required to wear it
