filepath,gt,model,transcript
samples/audios/f5/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,f5,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,valle,there seems no good reason for believing that it will change
samples/audios/ns2/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,ns2,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/ns2/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,ns2,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/voicecraft/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,voicecraft,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/sparktts/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,sparktts,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/voicecraft/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,voicecraft,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/voicecraft/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,voicecraft,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/ns2/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,ns2,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/diflow/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,diflow,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/f5/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,f5,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,gt,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,voicecraft,the golden fleece it's the silver fleece he harkened
samples/audios/sparktts/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,sparktts,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/diflow/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,diflow,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/sparktts/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/ns2/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,ns2,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/oz/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,oz,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/sparktts/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,sparktts,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/sparktts/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,sparktts,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/diflow/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,diflow,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/voicecraft/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,voicecraft,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/oz/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,oz,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,f5,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/gt/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,gt,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/diflow/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,diflow,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,gt,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/valle/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,valle,no thank you i'll just look at the whelps and leave a message about them with your shepherd
