filepath,gt,model,transcript
samples/audios/f5/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,f5,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/f5/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,f5,he stood still in deference to their calls and parried their banter with easy words
samples/audios/oz/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,oz,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/valle/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,valle,the golden fleece it's the silver fleece he harkened
samples/audios/diflow/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,diflow,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/f5/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,f5,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/ns2/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,ns2,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/f5/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,f5,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/diflow/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,diflow,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/sparktts/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/oz/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,oz,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/voicecraft/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,voicecraft,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/valle/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,valle,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/oz/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,oz,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/ns2/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,ns2,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/sparktts/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,sparktts,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/sparktts/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,sparktts,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/oz/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,oz,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/gt/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,gt,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/gt/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,gt,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/gt/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,gt,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/valle/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,valle,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/sparktts/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,sparktts,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/ns2/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,ns2,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/gt/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,gt,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/gt/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,gt,the golden fleece it's the silver fleece he harkened
samples/audios/gt/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,gt,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/sparktts/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,sparktts,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
