filepath,gt,model,transcript
samples/audios/oz/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,oz,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/valle/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,valle,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/f5/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,f5,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/valle/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,valle,the golden fleece it's the silver fleece he harkened
samples/audios/voicecraft/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,voicecraft,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/ns2/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,ns2,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/ns2/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,ns2,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/f5/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,f5,but i would not speak at the time because i wanted to refresh my memory
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/voicecraft/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,voicecraft,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/valle/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,valle,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/oz/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,oz,but i would not speak at the time because i wanted to refresh my memory
samples/audios/ns2/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,ns2,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/diflow/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,diflow,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/sparktts/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,sparktts,but i would not speak at the time because i wanted to refresh my memory
samples/audios/diflow/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,diflow,at the emerald city where our princess ozma lives green is the popular color
samples/audios/valle/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,valle,he stood still in deference to their calls and parried their banter with easy words
samples/audios/oz/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,oz,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/sparktts/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,sparktts,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/valle/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,valle,at the emerald city where our princess ozma lives green is the popular color
samples/audios/f5/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,f5,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,oz,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/ns2/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,ns2,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/valle/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,valle,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/diflow/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,diflow,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/valle/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,valle,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/oz/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,oz,there seems no good reason for believing that it will change
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/valle/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,valle,i can't play with you like a little boy any more he said slowly that's what you miss marie
