filepath,gt,model,transcript
samples/audios/gt/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,gt,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/valle/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,valle,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/oz/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,oz,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/f5/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,f5,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/ns2/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,ns2,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/diflow/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,diflow,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/voicecraft/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,voicecraft,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,f5,harangue the tiresome product of a tireless tongue
samples/audios/valle/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,valle,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,oz,there seems no good reason for believing that it will change
samples/audios/ns2/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,ns2,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/ns2/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,ns2,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/f5/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,f5,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/diflow/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,diflow,there seems no good reason for believing that it will change
samples/audios/diflow/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,diflow,at the emerald city where our princess ozma lives green is the popular color
samples/audios/oz/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,oz,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/voicecraft/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,voicecraft,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/f5/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,f5,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/valle/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,valle,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/sparktts/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,sparktts,the golden fleece it's the silver fleece he harkened
samples/audios/diflow/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,diflow,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/gt/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,gt,not for a crown or a kingdom or our goodness but for our sins
samples/audios/voicecraft/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,voicecraft,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/sparktts/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,sparktts,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/valle/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,valle,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,f5,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/f5/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,f5,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
