filepath,gt,model,transcript
samples/audios/oz/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,oz,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/voicecraft/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/diflow/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,diflow,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/f5/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,f5,he stood still in deference to their calls and parried their banter with easy words
samples/audios/oz/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,oz,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/voicecraft/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,voicecraft,not for a crown or a kingdom or our goodness but for our sins
samples/audios/voicecraft/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,voicecraft,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/diflow/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,diflow,not for a crown or a kingdom or our goodness but for our sins
samples/audios/ns2/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,ns2,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/f5/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,f5,there seems no good reason for believing that it will change
samples/audios/gt/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,gt,but i would not speak at the time because i wanted to refresh my memory
samples/audios/sparktts/2830-3980-0062.wav,samples/audios/prompt/2830-3979-0003.wav,sparktts,not for a crown or a kingdom or our goodness but for our sins
samples/audios/ns2/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,ns2,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/oz/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,oz,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/diflow/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,diflow,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/sparktts/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,sparktts,he stood still in deference to their calls and parried their banter with easy words
samples/audios/valle/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,valle,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/oz/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,oz,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/diflow/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,diflow,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/voicecraft/3570-5694-0022.wav,samples/audios/prompt/3570-5696-0007.wav,voicecraft,the livery becomes obnoxious to nearly all who are required to wear it
samples/audios/diflow/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,diflow,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/sparktts/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,sparktts,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/oz/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,oz,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/valle/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,valle,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/diflow/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,diflow,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/valle/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,valle,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/f5/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,f5,the golden fleece it's the silver fleece he harkened
samples/audios/gt/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,gt,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/voicecraft/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/ns2/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,ns2,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
