filepath,gt,model,transcript
samples/audios/valle/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,valle,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/f5/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,f5,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/sparktts/121-121726-0001.wav,samples/audios/prompt/121-127105-0028.wav,sparktts,harangue the tiresome product of a tireless tongue
samples/audios/diflow/2961-961-0021.wav,samples/audios/prompt/2961-961-0009.wav,diflow,but i would not speak at the time because i wanted to refresh my memory
samples/audios/oz/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,oz,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/voicecraft/2961-961-0014.wav,samples/audios/prompt/2961-960-0018.wav,voicecraft,nine thousand years have elapsed since she founded yours and eight thousand since she founded ours as our annals record
samples/audios/diflow/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,diflow,the golden fleece it's the silver fleece he harkened
samples/audios/gt/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,gt,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/diflow/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,diflow,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/voicecraft/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,voicecraft,at the emerald city where our princess ozma lives green is the popular color
samples/audios/gt/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,gt,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/sparktts/1320-122617-0041.wav,samples/audios/prompt/1320-122617-0026.wav,sparktts,uncas cast his skin and stepped forth in his own beautiful proportions
samples/audios/f5/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,f5,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/ns2/1320-122617-0009.wav,samples/audios/prompt/1320-122617-0024.wav,ns2,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
samples/audios/f5/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,f5,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/valle/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,valle,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/ns2/260-123286-0002.wav,samples/audios/prompt/260-123286-0013.wav,ns2,all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway
samples/audios/oz/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,oz,he stood still in deference to their calls and parried their banter with easy words
samples/audios/ns2/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,ns2,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/diflow/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,diflow,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/oz/2094-142345-0051.wav,samples/audios/prompt/2094-142345-0027.wav,oz,no thank you i'll just look at the whelps and leave a message about them with your shepherd
samples/audios/diflow/2300-131720-0006.wav,samples/audios/prompt/2300-131720-0005.wav,diflow,there seems no good reason for believing that it will change
samples/audios/valle/2094-142345-0036.wav,samples/audios/prompt/2094-142345-0024.wav,valle,nay dear aunt you never heard me say that all people are called to forsake their work and their families
samples/audios/oz/2830-3979-0009.wav,samples/audios/prompt/2830-3980-0011.wav,oz,it presents like no other of luther's writings the central thought of christianity the justification of the sinner for the sake of christ's merits alone
samples/audios/oz/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,oz,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/ns2/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,ns2,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/diflow/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,diflow,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/diflow/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,diflow,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/ns2/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,ns2,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
