filepath,gt,model,transcript
samples/audios/f5/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,f5,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/diflow/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,diflow,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/sparktts/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,sparktts,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/diflow/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,diflow,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/gt/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,gt,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/gt/1089-134691-0022.wav,samples/audios/prompt/1089-134686-0017.wav,gt,he stood still in deference to their calls and parried their banter with easy words
samples/audios/oz/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,oz,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/valle/1221-135767-0010.wav,samples/audios/prompt/1221-135766-0004.wav,valle,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
samples/audios/valle/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,valle,the golden fleece it's the silver fleece he harkened
samples/audios/ns2/1284-1180-0002.wav,samples/audios/prompt/1284-1180-0028.wav,ns2,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid
samples/audios/ns2/237-126133-0022.wav,samples/audios/prompt/237-134493-0015.wav,ns2,i didn't have any fears if i worked it rightly said the old gentleman complacently
samples/audios/voicecraft/1221-135767-0005.wav,samples/audios/prompt/1221-135766-0014.wav,voicecraft,it was the scarlet letter in another form the scarlet letter endowed with life
samples/audios/voicecraft/237-134500-0036.wav,samples/audios/prompt/237-134500-0032.wav,voicecraft,i can't play with you like a little boy any more he said slowly that's what you miss marie
samples/audios/voicecraft/1188-133604-0038.wav,samples/audios/prompt/1188-133604-0039.wav,voicecraft,but now here is a subject of which you will wonder at first why turner drew it at all
samples/audios/diflow/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,diflow,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/f5/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,f5,the golden fleece it's the silver fleece he harkened
samples/audios/gt/3570-5695-0011.wav,samples/audios/prompt/3570-5696-0010.wav,gt,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure
samples/audios/sparktts/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,sparktts,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/voicecraft/1580-141084-0023.wav,samples/audios/prompt/1580-141084-0002.wav,voicecraft,in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship
samples/audios/gt/1188-133604-0036.wav,samples/audios/prompt/1188-133604-0039.wav,gt,in both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful
samples/audios/valle/2300-131720-0029.wav,samples/audios/prompt/2300-131720-0037.wav,valle,hence the edison electrolytic meter is no longer used despite its excellent qualities
samples/audios/ns2/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,ns2,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/sparktts/1580-141084-0002.wav,samples/audios/prompt/1580-141084-0011.wav,sparktts,this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them
samples/audios/ns2/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,ns2,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/diflow/260-123440-0011.wav,samples/audios/prompt/260-123440-0020.wav,diflow,no i've made up my mind about it if i'm mabel i'll stay down here
samples/audios/valle/1995-1837-0027.wav,samples/audios/prompt/1995-1836-0013.wav,valle,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
samples/audios/valle/1089-134686-0005.wav,samples/audios/prompt/1089-134686-0037.wav,valle,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness
samples/audios/gt/1284-1180-0031.wav,samples/audios/prompt/1284-1180-0031.wav,gt,at the emerald city where our princess ozma lives green is the popular color
samples/audios/sparktts/121-127105-0000.wav,samples/audios/prompt/121-127105-0005.wav,sparktts,it was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention
samples/audios/ns2/1995-1826-0024.wav,samples/audios/prompt/1995-1826-0000.wav,ns2,the golden fleece it's the silver fleece he harkened
